rank,gene_id,protein_id,protein_name,log2_fold_change,fold_change,p_value,cellular_location,immunogenicity_score,combined_score
8141,ENSG00000075073,ENSP00000075073,TACR2 protein,-3.85,0.07,5.605e-03,membrane,1,0.426
8142,ENSG00000123119,ENSP00000123119,NECAB1 protein,-2.61,0.16,2.240e-03,cytoplasm,0.61,0.426
8143,ENSG00000274370,ENSP00000274370,ENSG00000274370 protein,-1.73,0.30,1.298e-04,unknown,0.05,0.426
8144,ENSG00000187140,ENSP00000187140,FOXD3 protein,-2.57,0.17,1.564e-02,nucleus,0.63,0.426
8145,ENSG00000134321,ENSP00000134321,RSAD2 protein,-3.91,0.07,2.863e-03,membrane,1,0.426
8146,ENSG00000234828,ENSP00000234828,ENSG00000234828 protein,-1.73,0.30,6.981e-06,unknown,0.05,0.426
8147,ENSG00000070748,ENSP00000070748,CHAT protein,-2.55,0.17,1.205e-04,cytoplasm,0.5700000000000001,0.425
8148,ENSG00000015592,ENSP00000015592,STMN4 protein,-3.41,0.09,3.799e-03,membrane,0.89,0.425
8149,ENSG00000165072,ENSP00000165072,MAMDC2 protein,-3.97,0.06,1.212e-05,membrane,1,0.425
8150,ENSG00000177453,ENSP00000177453,ENSG00000177453 protein,-1.73,0.30,5.058e-04,unknown,0.05,0.425
8151,ENSG00000248309,ENSP00000248309,ENSG00000248309 protein,-1.73,0.30,3.024e-04,unknown,0.05,0.425
8152,ENSG00000274624,ENSP00000274624,ENSG00000274624 protein,-1.74,0.30,1.339e-04,unknown,0.05,0.425
8153,ENSG00000179520,ENSP00000179520,SLC17A8 protein,-3.52,0.09,6.793e-05,membrane,0.8999999999999999,0.425
8154,ENSG00000186594,ENSP00000186594,MIR22HG protein,-1.86,0.27,3.353e-07,unknown,0.15,0.425
8155,ENSG00000223254,ENSP00000223254,ENSG00000223254 protein,-1.74,0.30,8.276e-04,unknown,0.05,0.425
8156,ENSG00000198300,ENSP00000198300,PEG3 protein,-2.71,0.15,1.160e-03,nucleus,0.64,0.425
8157,ENSG00000216560,ENSP00000216560,ENSG00000216560 protein,-1.69,0.31,1.526e-02,unknown,0.05,0.425
8158,ENSG00000166183,ENSP00000166183,ASPG protein,-2.87,0.14,3.415e-06,cytoplasm,0.7,0.425
8159,ENSG00000120669,ENSP00000120669,SOHLH2 protein,-2.21,0.22,4.011e-02,nucleus,0.5,0.424
8160,ENSG00000254041,ENSP00000254041,ENSG00000254041 protein,-1.71,0.31,9.232e-03,unknown,0.05,0.424
8161,ENSG00000164106,ENSP00000164106,SCRG1 protein,-3.86,0.07,6.721e-03,membrane,0.99,0.424
8162,ENSG00000236165,ENSP00000236165,ENSG00000236165 protein,-1.70,0.31,1.236e-02,unknown,0.05,0.424
8163,ENSG00000224812,ENSP00000224812,ENSG00000224812 protein,-1.74,0.30,5.131e-08,unknown,0.05,0.424
8164,ENSG00000138615,ENSP00000138615,CILP protein,-3.27,0.10,1.693e-03,secreted,0.83,0.424
8165,ENSG00000260105,ENSP00000260105,ENSG00000260105 protein,-1.74,0.30,2.292e-03,unknown,0.05,0.424
8166,ENSG00000271447,ENSP00000271447,MMP28 protein,-3.26,0.10,1.053e-11,secreted,0.82,0.424
8167,ENSG00000169760,ENSP00000169760,NLGN1 protein,-3.56,0.08,1.570e-04,membrane,0.9,0.424
8168,ENSG00000133800,ENSP00000133800,LYVE1 protein,-3.42,0.09,2.091e-03,membrane,0.87,0.424
8169,ENSG00000147655,ENSP00000147655,RSPO2 protein,-3.15,0.11,3.287e-04,secreted,0.7899999999999999,0.424
8170,ENSG00000130055,ENSP00000130055,GDPD2 protein,-2.82,0.14,4.476e-08,cytoplasm,0.6699999999999999,0.424
8171,ENSG00000154258,ENSP00000154258,ABCA9 protein,-3.64,0.08,5.281e-03,membrane,0.93,0.424
8172,ENSG00000181195,ENSP00000181195,PENK protein,-3.47,0.09,3.215e-02,membrane,0.97,0.423
8173,ENSG00000257612,ENSP00000257612,ENSG00000257612 protein,-1.75,0.30,2.006e-03,unknown,0.05,0.423
8174,ENSG00000164120,ENSP00000164120,HPGD protein,-3.08,0.12,9.416e-09,cytoplasm,0.76,0.423
8175,ENSG00000022267,ENSP00000022267,FHL1 protein,-3.06,0.12,1.864e-03,cytoplasm,0.76,0.423
8176,ENSG00000281852,ENSP00000281852,ENSG00000281852 protein,-1.76,0.30,1.295e-04,unknown,0.05,0.423
8177,ENSG00000189129,ENSP00000189129,PLAC9 protein,-3.31,0.10,5.828e-04,secreted,0.83,0.423
8178,ENSG00000257477,ENSP00000257477,ENSG00000257477 protein,-1.71,0.30,1.340e-02,unknown,0.05,0.423
8179,ENSG00000184544,ENSP00000184544,DHRS7C protein,-3.48,0.09,5.596e-06,membrane,0.87,0.423
8180,ENSG00000167434,ENSP00000167434,CA4 protein,-3.90,0.07,8.259e-06,membrane,0.96,0.423
8181,ENSG00000196104,ENSP00000196104,SPOCK3 protein,-3.35,0.10,1.204e-03,secreted,0.84,0.423
8182,ENSG00000080224,ENSP00000080224,EPHA6 protein,-3.92,0.07,1.826e-03,membrane,0.97,0.423
8183,ENSG00000119121,ENSP00000119121,TRPM6 protein,-4.08,0.06,4.255e-06,membrane,0.99,0.423
8184,ENSG00000171916,ENSP00000171916,LGALS9C protein,-2.70,0.15,2.535e-04,cytoplasm,0.61,0.423
8185,ENSG00000259823,ENSP00000259823,LYPD8 protein,-3.53,0.09,5.527e-06,secreted,0.88,0.423
8186,ENSG00000168748,ENSP00000168748,CA7 protein,-3.38,0.10,3.541e-05,cytoplasm,0.84,0.422
8187,ENSG00000241088,ENSP00000241088,ENSG00000241088 protein,-1.67,0.32,2.852e-02,unknown,0.05,0.422
8188,ENSG00000016602,ENSP00000016602,CLCA4 protein,-4.17,0.06,2.089e-04,membrane,1,0.422
8189,ENSG00000166473,ENSP00000166473,PKD1L2 protein,-3.13,0.11,4.234e-02,membrane,0.89,0.422
8190,ENSG00000090512,ENSP00000090512,FETUB protein,-2.94,0.13,5.174e-05,secreted,0.7,0.422
8191,ENSG00000186417,ENSP00000186417,GLDN protein,-3.43,0.09,2.040e-05,membrane,0.85,0.422
8192,ENSG00000187783,ENSP00000187783,TMEM72 protein,-3.56,0.09,1.699e-06,membrane,0.88,0.422
8193,ENSG00000254427,ENSP00000254427,ENSG00000254427 protein,-1.73,0.30,1.333e-02,unknown,0.05,0.422
8194,ENSG00000112964,ENSP00000112964,GHR protein,-3.89,0.07,1.153e-05,membrane,0.95,0.422
8195,ENSG00000254718,ENSP00000254718,ENSG00000254718 protein,-1.77,0.29,3.055e-04,unknown,0.05,0.422
8196,ENSG00000163295,ENSP00000163295,ALPI protein,-4.14,0.06,1.230e-08,membrane,0.99,0.422
8197,ENSG00000272031,ENSP00000272031,ANKRD34A protein,-1.71,0.31,1.935e-02,unknown,0.05,0.422
8198,ENSG00000108018,ENSP00000108018,SORCS1 protein,-3.70,0.08,2.731e-04,membrane,0.91,0.422
8199,ENSG00000250252,ENSP00000250252,ENSG00000250252 protein,-1.78,0.29,8.797e-04,unknown,0.05,0.422
8200,ENSG00000206579,ENSP00000206579,XKR4 protein,-3.36,0.10,1.079e-03,membrane,0.8300000000000001,0.422
8201,ENSG00000207242,ENSP00000207242,RNU6-1065P protein,-1.78,0.29,9.874e-04,unknown,0.05,0.421
8202,ENSG00000174611,ENSP00000174611,KY protein,-2.72,0.15,8.716e-03,cytoplasm,0.63,0.421
8203,ENSG00000250596,ENSP00000250596,ENSG00000250596 protein,-1.78,0.29,4.494e-04,unknown,0.05,0.421
8204,ENSG00000134326,ENSP00000134326,CMPK2 protein,-2.22,0.21,2.614e-03,mitochondria,0.36,0.421
8205,ENSG00000106278,ENSP00000106278,PTPRZ1 protein,-4.17,0.06,4.409e-03,membrane,1,0.421
8206,ENSG00000218416,ENSP00000218416,ENSG00000218416 protein,-1.79,0.29,3.462e-04,unknown,0.05,0.421
8207,ENSG00000169933,ENSP00000169933,FRMPD4 protein,-2.94,0.13,7.905e-03,cytoplasm,0.71,0.421
8208,ENSG00000259370,ENSP00000259370,ENSG00000259370 protein,-1.85,0.28,5.096e-04,unknown,0.1,0.421
8209,ENSG00000225383,ENSP00000225383,ENSG00000225383 protein,-1.79,0.29,2.319e-04,unknown,0.05,0.421
8210,ENSG00000104888,ENSP00000104888,SLC17A7 protein,-3.77,0.07,1.814e-03,membrane,0.92,0.421
8211,ENSG00000065534,ENSP00000065534,MYLK protein,-2.91,0.13,1.074e-03,cytoplasm,0.68,0.421
8212,ENSG00000163815,ENSP00000163815,CLEC3B protein,-3.40,0.09,1.326e-05,secreted,0.83,0.421
8213,ENSG00000184672,ENSP00000184672,RALYL protein,-2.48,0.18,6.708e-03,nucleus,0.51,0.421
8214,ENSG00000175785,ENSP00000175785,PRIMA1 protein,-4.20,0.05,1.469e-04,membrane,0.99,0.421
8215,ENSG00000257766,ENSP00000257766,ENSG00000257766 protein,-1.79,0.29,3.300e-04,unknown,0.05,0.421
8216,ENSG00000101098,ENSP00000101098,RIMS4 protein,-4.04,0.06,2.439e-05,membrane,0.96,0.420
8217,ENSG00000268433,ENSP00000268433,ENSG00000268433 protein,-1.78,0.29,4.103e-03,unknown,0.05,0.420
8218,ENSG00000276850,ENSP00000276850,ENSG00000276850 protein,-1.78,0.29,3.678e-03,unknown,0.05,0.420
8219,ENSG00000059915,ENSP00000059915,PSD protein,-3.89,0.07,2.933e-03,membrane,0.94,0.420
8220,ENSG00000095713,ENSP00000095713,CRTAC1 protein,-3.00,0.12,3.786e-03,secreted,0.71,0.420
8221,ENSG00000285188,ENSP00000285188,ENSG00000285188 protein,-1.80,0.29,4.252e-04,unknown,0.05,0.420
8222,ENSG00000262198,ENSP00000262198,ENSG00000262198 protein,-1.78,0.29,6.860e-03,unknown,0.05,0.420
8223,ENSG00000171403,ENSP00000171403,KRT9 protein,-3.23,0.11,9.344e-05,secreted,0.77,0.420
8224,ENSG00000166828,ENSP00000166828,SCNN1G protein,-4.34,0.05,8.560e-04,membrane,1,0.420
8225,ENSG00000205358,ENSP00000205358,MT1H protein,-2.89,0.14,2.443e-03,nucleus,0.66,0.419
8226,ENSG00000075035,ENSP00000075035,WSCD2 protein,-3.49,0.09,1.744e-03,membrane,0.8400000000000001,0.419
8227,ENSG00000166035,ENSP00000166035,LIPC protein,-3.32,0.10,1.977e-05,secreted,0.7899999999999999,0.419
8228,ENSG00000224961,ENSP00000224961,ENSG00000224961 protein,-1.87,0.27,1.223e-03,unknown,0.1,0.419
8229,ENSG00000213791,ENSP00000213791,ENSG00000213791 protein,-1.79,0.29,5.493e-03,unknown,0.05,0.419
8230,ENSG00000280147,ENSP00000280147,ENSG00000280147 protein,-1.73,0.30,2.346e-02,unknown,0.05,0.419
8231,ENSG00000165061,ENSP00000165061,ZMAT4 protein,-2.63,0.16,2.466e-03,nucleus,0.55,0.419
8232,ENSG00000185149,ENSP00000185149,NPY2R protein,-3.40,0.09,3.723e-02,membrane,0.92,0.419
8233,ENSG00000287593,ENSP00000287593,ENSG00000287593 protein,-1.88,0.27,6.399e-04,unknown,0.1,0.419
8234,ENSG00000158246,ENSP00000158246,TENT5B protein,-2.66,0.16,8.813e-03,nucleus,0.58,0.419
8235,ENSG00000125775,ENSP00000125775,SDCBP2 protein,-2.77,0.15,1.253e-08,nucleus,0.6,0.419
8236,ENSG00000214575,ENSP00000214575,CPEB1 protein,-2.65,0.16,1.277e-04,cytoplasm,0.55,0.419
8237,ENSG00000204071,ENSP00000204071,TCEAL6 protein,-2.94,0.13,2.284e-03,nucleus,0.6699999999999999,0.419
8238,ENSG00000141574,ENSP00000141574,SECTM1 protein,-3.80,0.07,1.183e-03,membrane,0.9,0.418
8239,ENSG00000280032,ENSP00000280032,ENSG00000280032 protein,-1.89,0.27,2.127e-05,unknown,0.1,0.418
8240,ENSG00000120729,ENSP00000120729,MYOT protein,-2.91,0.13,4.921e-04,cytoplasm,0.65,0.418
8241,ENSG00000013293,ENSP00000013293,SLC7A14 protein,-3.97,0.06,1.911e-03,membrane,0.93,0.418
8242,ENSG00000274322,ENSP00000274322,ENSG00000274322 protein,-1.83,0.28,4.361e-04,unknown,0.05,0.418
8243,ENSG00000132639,ENSP00000132639,SNAP25 protein,-3.64,0.08,1.149e-03,membrane,0.86,0.418
8244,ENSG00000276975,ENSP00000276975,ENSG00000276975 protein,-1.83,0.28,2.142e-04,unknown,0.05,0.418
8245,ENSG00000012504,ENSP00000012504,NR1H4 protein,-2.50,0.18,1.056e-02,nucleus,0.5,0.418
8246,ENSG00000072195,ENSP00000072195,SPEG protein,-3.01,0.12,3.316e-03,nucleus,0.69,0.418
8247,ENSG00000227218,ENSP00000227218,ENSG00000227218 protein,-1.83,0.28,4.723e-04,unknown,0.05,0.418
8248,ENSG00000078549,ENSP00000078549,ADCYAP1R1 protein,-3.77,0.07,9.096e-04,membrane,0.88,0.417
8249,ENSG00000272372,ENSP00000272372,ENSG00000272372 protein,-1.83,0.28,3.401e-03,unknown,0.05,0.416
8250,ENSG00000185745,ENSP00000185745,IFIT1 protein,-3.14,0.11,6.167e-03,cytoplasm,0.73,0.416
8251,ENSG00000067840,ENSP00000067840,PDZD4 protein,-3.17,0.11,3.440e-04,cytoplasm,0.72,0.416
8252,ENSG00000182521,ENSP00000182521,TBPL2 protein,-2.64,0.16,4.199e-04,nucleus,0.52,0.416
8253,ENSG00000237886,ENSP00000237886,ENSG00000237886 protein,-1.72,0.30,3.436e-02,unknown,0.05,0.416
8254,ENSG00000101335,ENSP00000101335,MYL9 protein,-3.13,0.11,2.396e-03,cytoplasm,0.71,0.416
8255,ENSG00000142959,ENSP00000142959,BEST4 protein,-4.13,0.06,2.614e-05,membrane,0.93,0.416
8256,ENSG00000259923,ENSP00000259923,ENSG00000259923 protein,-1.85,0.28,1.530e-04,unknown,0.05,0.416
8257,ENSG00000253661,ENSP00000253661,ENSG00000253661 protein,-1.70,0.31,4.092e-02,unknown,0.05,0.416
8258,ENSG00000055813,ENSP00000055813,CCDC85A protein,-1.85,0.28,8.088e-04,unknown,0.05,0.415
8259,ENSG00000196660,ENSP00000196660,SLC30A10 protein,-4.71,0.04,6.956e-07,membrane,1,0.415
8260,ENSG00000101680,ENSP00000101680,LAMA1 protein,-3.24,0.11,1.332e-03,secreted,0.7299999999999999,0.415
8261,ENSG00000196747,ENSP00000196747,H2AC13 protein,-2.63,0.16,2.247e-03,nucleus,0.51,0.415
8262,ENSG00000224259,ENSP00000224259,ENSG00000224259 protein,-2.00,0.25,7.245e-08,unknown,0.15,0.415
8263,ENSG00000234817,ENSP00000234817,ENSG00000234817 protein,-1.87,0.27,8.042e-06,unknown,0.05,0.415
8264,ENSG00000112936,ENSP00000112936,C7 protein,-4.34,0.05,3.616e-03,membrane,0.96,0.415
8265,ENSG00000073711,ENSP00000073711,PPP2R3A protein,-1.93,0.26,1.167e-09,unknown,0.1,0.415
8266,ENSG00000256674,ENSP00000256674,ENSG00000256674 protein,-1.83,0.28,1.112e-02,unknown,0.05,0.415
8267,ENSG00000129167,ENSP00000129167,TPH1 protein,-3.10,0.12,6.985e-05,cytoplasm,0.6799999999999999,0.415
8268,ENSG00000118777,ENSP00000118777,ABCG2 protein,-4.70,0.04,1.719e-05,membrane,0.99,0.414
8269,ENSG00000172403,ENSP00000172403,SYNPO2 protein,-3.33,0.10,4.640e-03,cytoplasm,0.76,0.414
8270,ENSG00000187151,ENSP00000187151,ANGPTL5 protein,-3.40,0.09,6.346e-03,secreted,0.78,0.414
8271,ENSG00000287971,ENSP00000287971,ENSG00000287971 protein,-1.84,0.28,1.029e-02,unknown,0.05,0.414
8272,ENSG00000115556,ENSP00000115556,PLCD4 protein,-3.47,0.09,6.740e-03,membrane,0.8,0.414
8273,ENSG00000168477,ENSP00000168477,TNXB protein,-3.19,0.11,6.128e-03,secreted,0.72,0.414
8274,ENSG00000167281,ENSP00000167281,RBFOX3 protein,-2.85,0.14,1.578e-02,nucleus,0.63,0.414
8275,ENSG00000232284,ENSP00000232284,ENSG00000232284 protein,-1.94,0.26,1.722e-05,unknown,0.1,0.414
8276,ENSG00000267505,ENSP00000267505,ENSG00000267505 protein,-1.88,0.27,1.958e-04,unknown,0.05,0.414
8277,ENSG00000271952,ENSP00000271952,ENSG00000271952 protein,-1.88,0.27,6.976e-04,unknown,0.05,0.414
8278,ENSG00000245812,ENSP00000245812,ENSG00000245812 protein,-1.77,0.29,2.909e-02,unknown,0.05,0.414
8279,ENSG00000196990,ENSP00000196990,FAM163B protein,-4.89,0.03,1.301e-04,membrane,1,0.413
8280,ENSG00000259347,ENSP00000259347,ENSG00000259347 protein,-1.88,0.27,6.613e-05,unknown,0.05,0.413
8281,ENSG00000189367,ENSP00000189367,ENSG00000189367 protein,-1.83,0.28,1.294e-02,unknown,0.05,0.413
8282,ENSG00000179915,ENSP00000179915,NRXN1 protein,-4.87,0.03,9.315e-04,membrane,1,0.413
8283,ENSG00000228146,ENSP00000228146,ENSG00000228146 protein,-1.88,0.27,2.598e-04,unknown,0.05,0.413
8284,ENSG00000135298,ENSP00000135298,ADGRB3 protein,-3.67,0.08,6.147e-04,membrane,0.8200000000000001,0.413
8285,ENSG00000197165,ENSP00000197165,SULT1A2 protein,-3.43,0.09,1.522e-08,cytoplasm,0.7599999999999999,0.413
8286,ENSG00000127129,ENSP00000127129,EDN2 protein,-3.88,0.07,3.305e-05,secreted,0.86,0.413
8287,ENSG00000129596,ENSP00000129596,CDO1 protein,-2.89,0.13,9.202e-03,cytoplasm,0.62,0.413
8288,ENSG00000166869,ENSP00000166869,CHP2 protein,-3.22,0.11,8.238e-08,nucleus,0.7000000000000001,0.413
8289,ENSG00000251599,ENSP00000251599,ENSG00000251599 protein,-1.88,0.27,1.614e-03,unknown,0.05,0.413
8290,ENSG00000249231,ENSP00000249231,ENSG00000249231 protein,-1.89,0.27,1.419e-03,unknown,0.05,0.413
8291,ENSG00000163749,ENSP00000163749,ENSG00000163749 protein,-1.89,0.27,1.302e-04,unknown,0.05,0.413
8292,ENSG00000004846,ENSP00000004846,ABCB5 protein,-3.98,0.06,5.829e-03,membrane,0.89,0.413
8293,ENSG00000173811,ENSP00000173811,ENSG00000173811 protein,-1.90,0.27,7.655e-06,unknown,0.05,0.413
8294,ENSG00000170419,ENSP00000170419,VSTM2A protein,-3.38,0.10,6.446e-08,secreted,0.7399999999999999,0.412
8295,ENSG00000274275,ENSP00000274275,ENSG00000274275 protein,-1.90,0.27,1.066e-04,unknown,0.05,0.412
8296,ENSG00000168447,ENSP00000168447,SCNN1B protein,-4.30,0.05,1.678e-07,membrane,0.92,0.412
8297,ENSG00000104833,ENSP00000104833,TUBB4A protein,-2.85,0.14,7.636e-04,cytoplasm,0.5700000000000001,0.412
8298,ENSG00000185046,ENSP00000185046,ANKS1B protein,-2.85,0.14,1.607e-03,nucleus,0.5700000000000001,0.412
8299,ENSG00000272143,ENSP00000272143,ENSG00000272143 protein,-1.90,0.27,2.214e-04,unknown,0.05,0.412
8300,ENSG00000260838,ENSP00000260838,ENSG00000260838 protein,-1.90,0.27,6.541e-05,unknown,0.05,0.412
8301,ENSG00000162706,ENSP00000162706,CADM3 protein,-4.00,0.06,2.261e-06,membrane,0.87,0.412
8302,ENSG00000079689,ENSP00000079689,SCGN protein,-3.52,0.09,2.216e-06,cytoplasm,0.7699999999999999,0.412
8303,ENSG00000279675,ENSP00000279675,ENSG00000279675 protein,-1.86,0.27,9.969e-03,unknown,0.05,0.412
8304,ENSG00000144331,ENSP00000144331,ZNF385B protein,-2.61,0.16,1.556e-03,nucleus,0.47,0.412
8305,ENSG00000256643,ENSP00000256643,ENSG00000256643 protein,-1.97,0.25,1.291e-06,unknown,0.1,0.412
8306,ENSG00000257718,ENSP00000257718,ENSG00000257718 protein,-1.90,0.27,1.585e-03,unknown,0.05,0.412
8307,ENSG00000250230,ENSP00000250230,ENSG00000250230 protein,-1.91,0.27,7.953e-05,unknown,0.05,0.412
8308,ENSG00000164326,ENSP00000164326,CARTPT protein,-3.49,0.09,1.413e-02,secreted,0.8,0.411
8309,ENSG00000122585,ENSP00000122585,NPY protein,-3.14,0.11,2.920e-05,secreted,0.66,0.411
8310,ENSG00000205361,ENSP00000205361,ENSG00000205361 protein,-1.91,0.27,6.841e-05,unknown,0.05,0.411
8311,ENSG00000274736,ENSP00000274736,CCL23 protein,-3.72,0.08,4.439e-05,secreted,0.8099999999999999,0.411
8312,ENSG00000109705,ENSP00000109705,NKX3-2 protein,-2.70,0.15,1.502e-02,nucleus,0.54,0.411
8313,ENSG00000210195,ENSP00000210195,ENSG00000210195 protein,-1.98,0.25,2.274e-04,unknown,0.1,0.411
8314,ENSG00000249669,ENSP00000249669,CARMN protein,-1.92,0.26,1.572e-02,unknown,0.1,0.411
8315,ENSG00000273972,ENSP00000273972,ENSG00000273972 protein,-1.91,0.27,4.801e-04,unknown,0.05,0.411
8316,ENSG00000071203,ENSP00000071203,MS4A12 protein,-4.64,0.04,1.153e-05,membrane,0.95,0.411
8317,ENSG00000225472,ENSP00000225472,ENSG00000225472 protein,-1.87,0.27,1.034e-02,unknown,0.05,0.411
8318,ENSG00000253736,ENSP00000253736,ENSG00000253736 protein,-1.92,0.26,1.543e-04,unknown,0.05,0.411
8319,ENSG00000092009,ENSP00000092009,CMA1 protein,-3.57,0.08,1.416e-06,secreted,0.77,0.411
8320,ENSG00000006555,ENSP00000006555,ENSG00000006555 protein,-2.07,0.24,1.015e-05,unknown,0.15,0.411
8321,ENSG00000141639,ENSP00000141639,MAPK4 protein,-2.67,0.16,8.030e-03,nucleus,0.5,0.410
8322,ENSG00000188783,ENSP00000188783,PRELP protein,-3.56,0.08,1.453e-03,secreted,0.7699999999999999,0.410
8323,ENSG00000253123,ENSP00000253123,ENSG00000253123 protein,-1.92,0.26,3.782e-04,unknown,0.05,0.410
8324,ENSG00000287367,ENSP00000287367,ENSG00000287367 protein,-1.93,0.26,5.253e-05,unknown,0.05,0.410
8325,ENSG00000186847,ENSP00000186847,KRT14 protein,-3.24,0.11,2.604e-05,cytoplasm,0.68,0.410
8326,ENSG00000071991,ENSP00000071991,CDH19 protein,-4.35,0.05,1.373e-03,membrane,0.91,0.410
8327,ENSG00000171658,ENSP00000171658,ENSG00000171658 protein,-2.00,0.25,1.216e-07,unknown,0.1,0.410
8328,ENSG00000232756,ENSP00000232756,ENSG00000232756 protein,-2.00,0.25,1.347e-05,unknown,0.1,0.410
8329,ENSG00000184908,ENSP00000184908,CLCNKB protein,-3.86,0.07,1.783e-03,membrane,0.8300000000000001,0.410
8330,ENSG00000113296,ENSP00000113296,THBS4 protein,-3.75,0.07,1.975e-03,secreted,0.8099999999999999,0.410
8331,ENSG00000223462,ENSP00000223462,ENSG00000223462 protein,-1.93,0.26,2.522e-05,unknown,0.05,0.410
8332,ENSG00000144191,ENSP00000144191,CNGA3 protein,-3.67,0.08,9.086e-03,membrane,0.81,0.410
8333,ENSG00000198865,ENSP00000198865,ENSG00000198865 protein,-2.00,0.25,7.891e-06,unknown,0.1,0.410
8334,ENSG00000100505,ENSP00000100505,TRIM9 protein,-3.67,0.08,9.312e-05,cytoplasm,0.7799999999999999,0.409
8335,ENSG00000197766,ENSP00000197766,CFD protein,-3.68,0.08,2.807e-03,secreted,0.7899999999999999,0.409
8336,ENSG00000110887,ENSP00000110887,DAO protein,-3.98,0.06,2.919e-05,secreted,0.84,0.409
8337,ENSG00000232578,ENSP00000232578,ENSG00000232578 protein,-1.90,0.27,9.523e-03,unknown,0.05,0.409
8338,ENSG00000196361,ENSP00000196361,ELAVL3 protein,-1.92,0.26,4.551e-03,unknown,0.05,0.409
8339,ENSG00000197273,ENSP00000197273,GUCA2A protein,-4.31,0.05,8.264e-07,secreted,0.89,0.409
8340,ENSG00000232806,ENSP00000232806,ENSG00000232806 protein,-1.89,0.27,1.378e-02,unknown,0.05,0.409
8341,ENSG00000108381,ENSP00000108381,ASPA protein,-3.52,0.09,2.474e-06,cytoplasm,0.74,0.409
8342,ENSG00000267405,ENSP00000267405,ENSG00000267405 protein,-1.94,0.26,7.294e-04,unknown,0.05,0.409
8343,ENSG00000256894,ENSP00000256894,ENSG00000256894 protein,-1.95,0.26,2.749e-05,unknown,0.05,0.409
8344,ENSG00000117115,ENSP00000117115,PADI2 protein,-3.27,0.10,5.499e-09,cytoplasm,0.67,0.409
8345,ENSG00000162992,ENSP00000162992,NEUROD1 protein,-3.24,0.11,1.039e-05,nucleus,0.66,0.408
8346,ENSG00000285216,ENSP00000285216,ENSG00000285216 protein,-1.95,0.26,7.750e-04,unknown,0.05,0.408
8347,ENSG00000165197,ENSP00000165197,VEGFD protein,-3.67,0.08,1.406e-02,secreted,0.8099999999999999,0.408
8348,ENSG00000127083,ENSP00000127083,OMD protein,-3.51,0.09,1.149e-04,secreted,0.7299999999999999,0.408
8349,ENSG00000186912,ENSP00000186912,P2RY4 protein,-4.05,0.06,8.200e-04,membrane,0.8400000000000001,0.408
8350,ENSG00000224893,ENSP00000224893,ENSG00000224893 protein,-1.95,0.26,2.953e-03,unknown,0.05,0.408
8351,ENSG00000115665,ENSP00000115665,SLC5A7 protein,-4.66,0.04,6.392e-03,membrane,0.94,0.408
8352,ENSG00000121871,ENSP00000121871,SLITRK3 protein,-4.63,0.04,2.471e-02,membrane,0.99,0.408
8353,ENSG00000283235,ENSP00000283235,ENSG00000283235 protein,-1.89,0.27,1.909e-02,unknown,0.05,0.408
8354,ENSG00000196666,ENSP00000196666,FAM180B protein,-3.90,0.07,6.210e-04,secreted,0.81,0.408
8355,ENSG00000103375,ENSP00000103375,AQP8 protein,-5.76,0.02,7.580e-05,membrane,1,0.407
8356,ENSG00000152137,ENSP00000152137,HSPB8 protein,-3.75,0.07,1.450e-03,cytoplasm,0.7799999999999999,0.407
8357,ENSG00000144834,ENSP00000144834,TAGLN3 protein,-3.40,0.09,1.208e-02,cytoplasm,0.73,0.407
8358,ENSG00000224537,ENSP00000224537,ENSG00000224537 protein,-1.97,0.26,3.117e-04,unknown,0.05,0.407
8359,ENSG00000227954,ENSP00000227954,ENSG00000227954 protein,-1.97,0.25,1.098e-04,unknown,0.05,0.407
8360,ENSG00000144339,ENSP00000144339,TMEFF2 protein,-3.89,0.07,3.352e-05,membrane,0.8,0.407
8361,ENSG00000156284,ENSP00000156284,CLDN8 protein,-4.96,0.03,8.397e-06,membrane,0.94,0.407
8362,ENSG00000171246,ENSP00000171246,NPTX1 protein,-5.78,0.02,1.508e-03,membrane,1,0.407
8363,ENSG00000101938,ENSP00000101938,CHRDL1 protein,-4.19,0.05,6.373e-04,secreted,0.85,0.407
8364,ENSG00000182836,ENSP00000182836,PLCXD3 protein,-3.49,0.09,2.710e-04,cytoplasm,0.71,0.406
8365,ENSG00000168309,ENSP00000168309,FAM107A protein,-3.34,0.10,2.744e-02,cytoplasm,0.75,0.406
8366,ENSG00000203739,ENSP00000203739,ENSG00000203739 protein,-2.05,0.24,8.373e-09,unknown,0.1,0.406
8367,ENSG00000234779,ENSP00000234779,ENSG00000234779 protein,-1.92,0.26,1.421e-02,unknown,0.05,0.406
8368,ENSG00000188738,ENSP00000188738,FSIP2 protein,-2.13,0.23,2.655e-04,unknown,0.15,0.406
8369,ENSG00000256508,ENSP00000256508,ENSG00000256508 protein,-1.95,0.26,8.160e-03,unknown,0.05,0.406
8370,ENSG00000181541,ENSP00000181541,MAB21L2 protein,-3.17,0.11,5.166e-03,nucleus,0.63,0.406
8371,ENSG00000226329,ENSP00000226329,ENSG00000226329 protein,-1.97,0.26,4.957e-03,unknown,0.05,0.406
8372,ENSG00000167654,ENSP00000167654,ATCAY protein,-2.88,0.14,1.174e-02,cytoplasm,0.55,0.406
